source,campaign,influencer_id,user_id,product,date,orders,revenue
YouTube,Winter Bulk,39,219b101b-bf53-4f60-822b-19c1d1e4d06a,Energy Bar,2025-02-25,3,6393
YouTube,Festival Boost,39,eaacccc1-12d8-4d6b-8930-4e7726e02afb,Protein Powder,2025-06-27,2,9274
YouTube,Wellness Week,39,c1c4d0bd-79c2-47e2-93e8-bc12996ef69f,Energy Bar,2025-02-09,3,2250
YouTube,Wellness Week,39,7b9d6522-e0c2-45a8-be7f-47b6ec46ab6c,Creatine,2025-05-08,2,8308
YouTube,Winter Bulk,39,b82c411b-54a0-42b3-b8d7-ae70adc4f6dc,Multivitamins,2025-05-07,3,10095
YouTube,Winter Bulk,39,195dd340-8d64-48f8-94a5-27ae97cbc7be,Protein Powder,2025-04-13,2,2480
Twitter,Wellness Week,40,a154b3ff-7434-4c30-b634-9cb86321d6cd,Multivitamins,2025-01-21,1,1834
Twitter,Wellness Week,40,d4019852-82a4-4f39-9239-3ebee491efe0,Energy Bar,2025-06-22,3,7032
Twitter,Summer Fit,40,b6276816-624e-4435-a03c-794263861ab6,Protein Powder,2025-05-02,3,11562
Twitter,Wellness Week,40,b1084446-4f15-4ff3-85c5-fdd1ea4dcc0b,Omega 3,2025-04-17,2,3166
Twitter,Winter Bulk,40,26016685-7f37-4711-8641-1848189df6a2,Omega 3,2025-06-01,1,2333
Twitter,Festival Boost,40,152c34d2-c0a8-4d7e-9672-56276839a619,Creatine,2025-05-29,2,5510
Twitter,Winter Bulk,40,959a8003-eec1-4172-bd27-c27d5c257ade,Multivitamins,2025-07-02,2,8520
Twitter,Festival Boost,40,a6125025-7198-44cc-80b6-864dc5399e3b,Omega 3,2025-06-01,2,5950
Twitter,Winter Bulk,40,d8ab600f-cb21-4cb9-87bc-a48865475418,Omega 3,2025-04-17,1,560
Twitter,Winter Bulk,40,29eff6ce-931b-4500-a807-3ccef644f9d2,Protein Powder,2025-03-24,3,8445
Twitter,Winter Bulk,40,52c2a9a4-4dde-4d2c-ac4a-536914a97c5e,Energy Bar,2025-07-12,2,2044
Twitter,Winter Bulk,40,2a7a5250-6649-41a4-b087-8f0e4873c8a5,Energy Bar,2025-05-09,3,9489
Twitter,Wellness Week,40,689b2435-7a30-44b8-a8f1-ae9dcca96853,Multivitamins,2025-07-04,3,8841
Twitter,Summer Fit,40,1bf496bf-008e-46ab-808c-74769df390b5,Omega 3,2025-02-24,3,7404
Twitter,Wellness Week,40,1915582e-042b-4fa7-81d5-70d7549e7b6e,Protein Powder,2025-03-20,2,6236
Twitter,Winter Bulk,40,aa9b34f2-b531-4b1e-8ed8-bcdf1258ffc7,Energy Bar,2025-02-12,3,13722
Twitter,Festival Boost,40,a4873f3d-e086-458f-be88-75597d87d865,Protein Powder,2025-04-19,2,7628
Instagram,Festival Boost,41,61595183-7d8c-4362-a405-7836e29c2201,Energy Bar,2025-06-07,2,4642
Instagram,Wellness Week,41,4a74b346-ecf4-4d7a-ac67-625099825c6f,Omega 3,2025-04-05,3,8877
Instagram,Summer Fit,41,a0d2d4eb-1857-4a4b-a32a-bac2ea817a68,Creatine,2025-07-05,1,2906
Instagram,Wellness Week,41,e85fdfc8-8ab5-4df1-8fc5-5ad45ac64906,Energy Bar,2025-05-27,1,2618
Instagram,Wellness Week,41,29a6fea9-cd7e-497f-b825-15f4401dcec9,Energy Bar,2025-05-01,3,3693
Instagram,Festival Boost,41,8bdf312a-6989-4cba-b8d8-97faa9202c44,Energy Bar,2025-05-05,1,3015
Instagram,Winter Bulk,41,57b3d683-b106-453f-bac2-ff19c8992fa5,Creatine,2025-02-26,2,5268
Instagram,Summer Fit,41,de474021-6a84-4282-8cdc-86be7292ae1b,Omega 3,2025-07-06,1,4354
Instagram,Festival Boost,41,86e51666-b768-4148-89fd-3ad561dfc231,Multivitamins,2025-07-20,3,3249
Instagram,Festival Boost,41,b237413d-a4ca-4f31-a2c4-145c9fc7d3cf,Omega 3,2025-07-04,3,4443
Instagram,Summer Fit,41,c36171b2-57af-4263-8187-4166140d4019,Multivitamins,2025-06-27,2,7768
YouTube,Festival Boost,42,a5af9c1e-edbd-4a21-b291-2872e4d2e57c,Omega 3,2025-07-17,1,3307
YouTube,Winter Bulk,42,77398234-3af9-4cc7-ac4c-db3c2b13f801,Multivitamins,2025-04-06,2,3346
YouTube,Winter Bulk,42,f8ad4f6e-21fe-4c65-bd4c-e6029afa65a9,Multivitamins,2025-06-27,1,4494
YouTube,Summer Fit,42,c1075955-4b86-448d-b7f4-4677d50f927f,Creatine,2025-05-23,2,1950
YouTube,Wellness Week,42,dc7d529e-df54-4e0a-b8eb-5a1840e08efd,Omega 3,2025-03-22,2,4430
YouTube,Summer Fit,42,96ccde15-6df0-4341-bf9d-a8e2fb894fec,Multivitamins,2025-07-11,1,4510
YouTube,Festival Boost,42,6888f536-c0f8-49b1-9066-172e6fadc438,Creatine,2025-05-30,3,12156
YouTube,Festival Boost,42,33cf814a-f75d-447a-aabf-c0558add5e67,Protein Powder,2025-04-10,2,8820
YouTube,Wellness Week,42,4fbd59cf-5be8-4bfd-8217-3b5d35cba60f,Energy Bar,2025-02-24,1,4872
Twitter,Wellness Week,43,385ba9a8-7308-462a-9913-ca79782d362c,Protein Powder,2025-04-15,2,9700
Twitter,Wellness Week,43,e89c8753-33e5-4024-b1c2-c05dc2358e5a,Multivitamins,2025-02-04,3,1599
Twitter,Winter Bulk,43,b4a0225b-38ec-4fa5-9c31-d5bc223f8b9c,Multivitamins,2025-06-30,3,9960
Twitter,Winter Bulk,43,62041657-bdfb-4bab-875d-2a1241e3ec8e,Multivitamins,2025-03-10,1,3642
Twitter,Winter Bulk,43,42cb6356-8737-46c9-b1d0-01faf2af4465,Energy Bar,2025-05-02,1,874
Twitter,Winter Bulk,44,c672619a-6feb-4c2f-8deb-73f61dddc694,Creatine,2025-04-02,3,14286
Twitter,Winter Bulk,44,1e083b0d-af2a-4da8-b8c4-2e472ef0fe47,Creatine,2025-05-16,3,4788
Twitter,Wellness Week,44,49a5fbcb-93dc-4d3f-a3fe-84e618312c97,Creatine,2025-07-13,2,4086
Twitter,Wellness Week,44,b530ba0b-4f77-4533-acb4-448a0d25b220,Multivitamins,2025-07-16,1,2371
Twitter,Wellness Week,44,0398a689-4e82-4621-ac1a-a6dd4a1056b6,Protein Powder,2025-04-01,1,679
Twitter,Festival Boost,44,f5de8da5-4451-4edc-b0f6-e75cfdeb9e42,Energy Bar,2025-03-01,2,1612
Twitter,Summer Fit,44,d7929308-26fa-4ff6-a33c-8da41c4cd130,Protein Powder,2025-07-18,3,2694
Twitter,Summer Fit,44,ffe00aa7-01ae-4588-8c29-46e1463d5318,Protein Powder,2025-04-29,3,1983
Twitter,Festival Boost,44,34809f57-bfca-497d-be99-b0473920b84b,Protein Powder,2025-03-11,2,8278
Twitter,Festival Boost,44,050ccd79-5d4b-4f03-a98f-4966504d1645,Multivitamins,2025-04-03,3,7710
Twitter,Winter Bulk,44,3f9afba6-848c-479f-a108-bd718a8b5390,Creatine,2025-04-23,1,576
Twitter,Winter Bulk,44,f813b77e-4ba5-4a66-99ce-6bf853000abc,Omega 3,2025-04-07,3,3981
Twitter,Festival Boost,44,0d2f1cf4-70fb-4252-870e-8ae6b70ba34d,Protein Powder,2025-06-25,3,4869
Twitter,Winter Bulk,44,2d8c114e-96bd-46f9-bbd8-1ba2b01199c0,Protein Powder,2025-03-07,3,4392
Twitter,Wellness Week,44,737332b2-4dce-4eb0-9cb2-85150c1afefe,Omega 3,2025-04-08,1,4577
Twitter,Wellness Week,44,c3ccccac-ffb1-47a9-ae92-7cfcb7faac38,Energy Bar,2025-04-01,1,2654
Twitter,Winter Bulk,44,258d24f5-c4f9-4298-89d4-6c53c49f706c,Multivitamins,2025-06-28,3,11568
Twitter,Festival Boost,44,c8c863b0-74ca-4e74-903b-8cb90ae93076,Multivitamins,2025-05-15,1,4990
Twitter,Winter Bulk,44,2f9d1e05-438e-4306-83b4-4b30bc2d2003,Multivitamins,2025-01-26,3,13311
YouTube,Summer Fit,45,9ce5a1f9-addf-497c-b8bf-62ac00677a03,Omega 3,2025-06-13,1,1229
YouTube,Wellness Week,45,d4c143a5-1c46-422e-94a7-653b7f0c55ca,Protein Powder,2025-02-07,3,13641
YouTube,Summer Fit,45,5edab700-db6d-453f-8a67-cd4b7bb34649,Energy Bar,2025-04-10,3,3342
YouTube,Festival Boost,45,e65d4228-26c7-4116-abda-39756cbbcc34,Energy Bar,2025-02-07,3,7179
YouTube,Summer Fit,45,fdac6f73-9e21-4f05-b74e-a7cf398c6a7f,Protein Powder,2025-05-21,2,8606
Twitter,Winter Bulk,46,1340c1c7-b421-455b-b85e-d3d68cf43fe1,Energy Bar,2025-04-11,1,2880
Twitter,Summer Fit,46,22915a8a-7f62-4c92-9252-00411b4187e1,Protein Powder,2025-06-17,2,2898
Twitter,Wellness Week,46,c6a7489d-cf89-439f-8cb1-ca04a94daca2,Energy Bar,2025-02-18,1,1633
Twitter,Winter Bulk,46,a99d0ca3-206c-4818-aa99-2146e0169974,Protein Powder,2025-02-23,2,8170
Twitter,Wellness Week,46,39118038-4f06-4ed0-84ab-8fc340fe5797,Protein Powder,2025-01-20,2,6614
Twitter,Festival Boost,46,a061b429-6f32-4ea0-8738-348c6f88f4e8,Energy Bar,2025-03-10,2,7556
Twitter,Festival Boost,46,2be8d52a-03b5-43f5-aef0-916260a67e62,Multivitamins,2025-05-15,2,8834
Twitter,Summer Fit,46,c6145593-90ba-41ce-8239-edcb1800d5be,Multivitamins,2025-03-12,1,1585
Twitter,Festival Boost,46,03caf486-e591-4c07-8f1c-95e52ecc5b52,Omega 3,2025-04-03,1,3908
Twitter,Wellness Week,46,264dd13e-69b7-4d44-b5f8-365f139f628d,Omega 3,2025-06-12,3,12267
Instagram,Wellness Week,47,0011a0e7-69eb-401b-9063-3942a90e62e3,Creatine,2025-05-15,2,1472
Instagram,Festival Boost,47,0ccc54c1-93a3-4dc2-8fee-01f67d653638,Creatine,2025-03-02,2,2850
Instagram,Winter Bulk,47,72c663e3-5b76-4046-9030-ed1558c832dc,Energy Bar,2025-03-19,1,1018
Instagram,Wellness Week,47,e81159ee-ae1c-410a-8805-07d88ac6bbb1,Energy Bar,2025-05-25,1,4799
Instagram,Summer Fit,47,6a126274-4326-4124-9698-c59f981a6ab7,Creatine,2025-03-25,3,14355
Instagram,Festival Boost,47,ca3899ee-2bae-45ff-a0d3-25e29529076a,Energy Bar,2025-04-24,3,7608
Instagram,Wellness Week,47,06a50f8a-3e9c-472b-8de4-7d077d4a5724,Omega 3,2025-06-30,3,10956
Instagram,Summer Fit,47,be46a1c4-ce13-4432-8b5c-7022f1931e38,Multivitamins,2025-06-05,3,2841
Instagram,Festival Boost,47,50f55d49-dd1c-451d-bcce-e72e089f1b73,Multivitamins,2025-05-04,3,13032
Instagram,Winter Bulk,47,16b2e8f5-8a92-46d5-88d3-f7a2f48ef07e,Multivitamins,2025-05-20,1,4527
Instagram,Summer Fit,47,27e09859-93c4-4e4d-96ad-a0ccad9a6955,Omega 3,2025-06-20,2,5556
Instagram,Festival Boost,47,60bfa930-d3a5-4cee-9266-dd9ba70a65b0,Multivitamins,2025-05-13,1,3601
Instagram,Festival Boost,47,354ece55-2ff0-4a6d-b5dc-4a5361053401,Omega 3,2025-07-04,1,4260
Instagram,Festival Boost,47,829622b0-db01-4772-8675-d3c908e24943,Creatine,2025-07-05,2,2442
Instagram,Festival Boost,47,fdac7c59-cfdf-456d-80f9-9bbc8569dfeb,Protein Powder,2025-06-25,2,2944
Instagram,Festival Boost,47,034d6ba2-847e-4c48-9b92-10f8e7b39bd0,Protein Powder,2025-02-22,1,3804
Instagram,Summer Fit,47,a79d86d4-b5ab-459b-9683-672c71b05670,Protein Powder,2025-04-22,3,14994
Instagram,Festival Boost,48,a9942653-660d-4a77-b7f1-8684462da8eb,Energy Bar,2025-04-04,3,6582
Instagram,Wellness Week,48,2226a89f-8ada-408f-9fbf-114a5ffb2cfa,Creatine,2025-02-18,2,1888
Instagram,Winter Bulk,48,893492f1-ed72-4f2e-82e1-65e702a24f03,Creatine,2025-03-01,2,8750
Instagram,Wellness Week,48,971d390b-7bf9-465d-8093-7e8d9769e013,Protein Powder,2025-02-17,1,1298
Instagram,Winter Bulk,48,631d173d-575e-476a-ba17-3cefdec11cd5,Omega 3,2025-05-22,2,6818
Instagram,Summer Fit,48,ee985678-37cf-496f-828a-561de673be24,Protein Powder,2025-02-17,3,10686
Instagram,Wellness Week,48,fa26025f-fbc3-4b85-84bc-828ae8615c46,Creatine,2025-02-01,1,4533
Instagram,Wellness Week,48,bdec403b-6022-4ffb-b9ce-5e4cc3d6c9da,Multivitamins,2025-03-16,1,2583
Instagram,Wellness Week,48,6f330d88-fdb8-4633-a51d-45264845acde,Creatine,2025-05-15,1,3718
Instagram,Summer Fit,48,f46b85dd-f8ca-434c-a1c3-afdac808c8e3,Creatine,2025-03-29,1,3268
Instagram,Festival Boost,48,56994f87-d267-4bca-a8a9-e737ac7d1180,Creatine,2025-01-26,1,1509
Instagram,Wellness Week,48,69931b8d-982f-4300-96b9-fd6a3eee12e9,Creatine,2025-04-06,3,13890
Instagram,Summer Fit,48,96b8b82d-1568-4014-9236-7c0f06d75931,Omega 3,2025-04-30,1,4844
Instagram,Wellness Week,48,fbd79288-bf41-41eb-80c2-bad7d6394009,Omega 3,2025-03-01,2,8912
Twitter,Summer Fit,49,1b3663e7-9495-43aa-a50e-779242ee2842,Creatine,2025-07-09,3,4653
Twitter,Festival Boost,49,177e6c00-d712-4d7a-b132-a833bb22b584,Creatine,2025-05-22,3,9408
Twitter,Winter Bulk,49,7299b8ba-94d3-4589-8eee-a8340962a74e,Creatine,2025-06-19,3,7599
Twitter,Festival Boost,49,20ca20f7-3f03-4eab-8310-93743643f99d,Multivitamins,2025-03-22,2,5818
Twitter,Winter Bulk,49,b382d7ce-4238-4541-ae34-eab827cab787,Omega 3,2025-05-18,1,3881
Twitter,Wellness Week,49,651d09bb-0381-438f-970f-d3d831246c51,Multivitamins,2025-07-16,2,4560
Twitter,Winter Bulk,49,b7addc82-aa2d-413c-a65c-9294591a8fc0,Multivitamins,2025-03-02,3,8640
Twitter,Winter Bulk,49,ea5fd262-54d7-4e5c-a645-5d54bc1ff7e9,Protein Powder,2025-07-20,3,5868
Twitter,Festival Boost,49,4e7fb1b8-7f85-40bd-a7f0-294da9c34d63,Omega 3,2025-07-20,2,8870
Twitter,Summer Fit,49,31a339ab-095d-46cc-8fce-503b38d7e875,Omega 3,2025-04-18,2,7920
Instagram,Wellness Week,50,28514f47-8414-4f07-8874-769d69d9e58c,Protein Powder,2025-03-21,1,3620
Instagram,Wellness Week,50,e2ce7d95-bfd2-40f1-a907-78f30b1a422e,Energy Bar,2025-07-02,3,2889
Instagram,Winter Bulk,50,4c021b6f-6e6d-4f98-ab42-326d8112e72f,Multivitamins,2025-03-08,1,2847
Instagram,Wellness Week,50,42222029-9463-4535-b70c-f21864499398,Omega 3,2025-07-05,1,2917
Instagram,Festival Boost,50,918d9c63-37dd-4208-a0d7-11c3328c7644,Protein Powder,2025-03-09,1,3438
Instagram,Festival Boost,50,55785707-6d1c-4357-bc17-47bc31e8e5ca,Multivitamins,2025-02-21,3,7011
Instagram,Summer Fit,50,11a11b1e-d604-4377-915e-d3897ae6ba2b,Creatine,2025-03-11,3,8568
Instagram,Winter Bulk,50,1f05fd0b-1d85-44a6-8926-c71265db948a,Omega 3,2025-02-22,2,7824
YouTube,Wellness Week,51,35814e49-8973-4c6a-a1b8-5d7983c4dc04,Omega 3,2025-05-23,1,2558
YouTube,Winter Bulk,51,96491e5b-609b-42c7-b8bf-bd9b773ca244,Omega 3,2025-07-02,2,4694
YouTube,Wellness Week,51,cd104d79-ac31-4427-8ee2-367c7e13000d,Energy Bar,2025-05-25,3,6327
YouTube,Summer Fit,51,6cfa4475-2d23-4fa2-bccf-d5781e084bcd,Multivitamins,2025-07-16,2,3906
YouTube,Summer Fit,51,99fa3e26-1ec5-47a6-ba33-5c5b2a894d22,Creatine,2025-05-09,1,4709
YouTube,Winter Bulk,51,db93e9c6-1228-4161-b51e-d6778ac2470a,Omega 3,2025-01-26,1,4010
Instagram,Winter Bulk,52,c0c32738-9deb-4630-95c5-a008126cb3e9,Protein Powder,2025-05-26,1,1818
Instagram,Wellness Week,52,40b7cae8-2fd3-4951-825d-8389441d7d00,Protein Powder,2025-06-02,2,8640
Instagram,Summer Fit,52,934fdd52-caf6-417c-a512-784abca603a1,Omega 3,2025-06-15,1,3142
Instagram,Festival Boost,52,56723c9c-a0dd-4850-9945-2d3666849aa9,Omega 3,2025-06-02,3,8901
Instagram,Summer Fit,52,177f3eb2-c39e-4bde-aa04-ea0a2218aae0,Energy Bar,2025-03-23,3,10299
Instagram,Wellness Week,52,2a54ea16-8101-4a57-ab3a-9f7d6ab81bc9,Omega 3,2025-04-06,3,6903
Instagram,Wellness Week,52,9b1cc6c3-3594-40a9-b3a3-058ac2dcf499,Creatine,2025-04-27,1,4638
Instagram,Festival Boost,52,d6f9bf56-4e00-4b03-a615-1b716428256e,Protein Powder,2025-03-02,3,14697
Instagram,Wellness Week,52,f9788dfd-955a-498e-ab1d-2e0c778c987f,Energy Bar,2025-05-14,2,4624
Instagram,Winter Bulk,52,fa9cac83-fd38-4fd0-82c2-37c4bf76599b,Multivitamins,2025-03-18,2,6910
Instagram,Festival Boost,52,aa3bc084-a569-4d24-abe1-98df7c870962,Omega 3,2025-01-21,3,14535
Instagram,Summer Fit,52,e2cf9744-c36d-47c1-88fa-ac1bd0647ec2,Energy Bar,2025-03-24,3,1716
Instagram,Wellness Week,52,f441c52e-65b6-4f97-a363-40d9ceb5433e,Protein Powder,2025-03-24,2,4936
YouTube,Festival Boost,53,9151e9c6-14aa-4bbc-95ae-a1330f477594,Energy Bar,2025-01-29,2,2856
YouTube,Summer Fit,53,39e69562-ccfa-46e6-a097-0428af02e71f,Omega 3,2025-01-26,3,8448
YouTube,Festival Boost,53,04f64764-0801-4715-a0ed-2b66cc6e2622,Creatine,2025-04-02,2,9426
YouTube,Wellness Week,53,b6385f1c-1f69-4908-97be-aee3b15e7f2a,Energy Bar,2025-03-01,1,2928
YouTube,Summer Fit,53,2abe5ec8-6a52-4e00-a148-90943dce3bc6,Multivitamins,2025-01-30,3,3522
YouTube,Summer Fit,53,5e686e7a-39f4-4a79-ad5a-3c6e028a62cd,Protein Powder,2025-06-29,3,14604
YouTube,Festival Boost,53,0bbb6362-5f3f-488d-9048-85fd475320ab,Protein Powder,2025-03-28,1,2246
YouTube,Festival Boost,53,7dc32d03-0a96-4f25-88b8-13346a1a493c,Protein Powder,2025-04-26,1,4905
YouTube,Summer Fit,53,7efdf7f9-2c90-4cee-b485-0825073c9236,Creatine,2025-02-21,3,5277
YouTube,Summer Fit,53,2a5f3be7-c4da-4c7e-88ba-cf436294ea21,Protein Powder,2025-02-25,3,9651
YouTube,Wellness Week,53,e78e2895-1f09-43b3-a5ce-3226191f2776,Energy Bar,2025-05-29,1,944
YouTube,Wellness Week,53,297c7a32-0336-4a4a-81b0-bb4fbfa546e2,Energy Bar,2025-03-28,3,3231
YouTube,Festival Boost,53,ffbe70d6-29b3-456a-832e-2cd9456888f8,Creatine,2025-01-22,2,7356
YouTube,Summer Fit,53,a3591808-227a-4d85-a063-ccd5ba57582d,Creatine,2025-04-02,2,6182
YouTube,Summer Fit,53,aa24cafe-4bcd-4504-bab5-58b61038f707,Omega 3,2025-05-17,3,4407
Twitter,Summer Fit,54,6a980dc4-0450-4d42-8ffe-c02b3da19c7d,Energy Bar,2025-01-25,3,2616
Twitter,Winter Bulk,54,2475c0bd-3e02-436e-af19-ddf7c165e0f5,Energy Bar,2025-03-20,3,4107
Twitter,Winter Bulk,54,1a8cb29b-49b7-43bd-a6c7-0225d98b8610,Creatine,2025-02-18,3,3624
Twitter,Summer Fit,54,634be1fa-71b4-45ec-9180-27f4ed97f8ad,Creatine,2025-01-24,2,7472
Twitter,Wellness Week,54,6986a903-6185-4309-bd48-bc0e80f579f8,Multivitamins,2025-05-07,1,4870
Twitter,Winter Bulk,54,55feaf89-0060-4ce9-a6c5-d3e2a0c52e62,Multivitamins,2025-05-28,3,11109
Twitter,Summer Fit,54,878d0ddd-4a72-4fc1-a62e-af65a2d86eba,Omega 3,2025-06-08,2,7112
YouTube,Summer Fit,55,c3b01877-e030-4c04-8be5-b94ca1404692,Omega 3,2025-05-27,1,842
YouTube,Summer Fit,55,6ef713a3-7c42-4a93-986a-d6ff73590821,Energy Bar,2025-02-24,3,11184
YouTube,Wellness Week,55,169ecd19-d1ca-4b4f-8988-921a588c695b,Creatine,2025-03-21,1,3316
YouTube,Wellness Week,55,e582b486-a809-4106-b06f-2d1eb5cdd004,Multivitamins,2025-02-26,3,14094
YouTube,Winter Bulk,55,aadd2b65-eb72-4752-a68d-4bef0ce8a684,Multivitamins,2025-03-20,1,2308
YouTube,Summer Fit,55,72030e47-9756-4cc3-ae00-bc2dd809856f,Omega 3,2025-03-08,1,1985
YouTube,Winter Bulk,55,889b69df-7529-4099-a48b-49725fb06556,Protein Powder,2025-05-13,2,2198
YouTube,Wellness Week,55,eaecf405-aa17-46c3-90e8-1fc2ca723fe7,Omega 3,2025-05-07,2,2608
YouTube,Winter Bulk,55,4d39da3f-846c-4eef-8414-29dac372af12,Multivitamins,2025-02-23,2,6420
Twitter,Summer Fit,56,6303ad4e-e685-4eb4-a38c-b699fa7f55dc,Multivitamins,2025-01-22,1,2835
Twitter,Festival Boost,56,6dd6e6cb-4294-44ec-a1fe-357047ad8eb9,Energy Bar,2025-03-08,2,8960
Twitter,Wellness Week,56,293a103c-412f-4463-9d00-6c217b2a95e3,Omega 3,2025-03-10,3,9012
Twitter,Winter Bulk,56,0fad1dc2-4153-4003-8127-e7ef822c746e,Creatine,2025-03-19,3,10455
Twitter,Winter Bulk,56,49ab313e-ee0e-449f-8795-9306de901d1a,Multivitamins,2025-04-27,1,539
Twitter,Winter Bulk,56,47b3bd04-b087-4b67-90b5-db0e1a0d7a8b,Energy Bar,2025-02-21,1,4072
Twitter,Festival Boost,56,6ee609d1-4b4b-4d95-ae0a-bc2454054546,Creatine,2025-06-20,1,3216
Twitter,Winter Bulk,56,308105bb-4ce4-4582-915a-38048190acf0,Creatine,2025-03-27,2,6876
Twitter,Wellness Week,56,faeedd1c-d411-4223-b268-380d74b9ff8f,Omega 3,2025-03-16,3,4173
Twitter,Wellness Week,56,3f4e4071-7651-4bb5-9933-f2ef2012aa4c,Omega 3,2025-02-20,1,2798
Twitter,Summer Fit,56,84ac60d4-c899-484d-8a9e-a3b61eb79a83,Protein Powder,2025-03-09,1,2656
Twitter,Summer Fit,56,410346f5-2bb6-415b-be17-ee5702e5a2c0,Omega 3,2025-07-03,1,4654
Instagram,Summer Fit,57,e323ccf0-e163-469b-969f-12b1e556f71e,Omega 3,2025-03-23,3,6726
Instagram,Festival Boost,57,441cebef-8bde-4ac1-bffd-ad101f1f2a2f,Multivitamins,2025-02-20,2,9904
Instagram,Wellness Week,57,2bb4fc7f-c03c-4090-b9d4-78c4561ca3d6,Omega 3,2025-03-31,2,7430
Instagram,Wellness Week,57,8a5b9e8b-3392-417b-90f2-d6e1683d6131,Creatine,2025-03-12,3,8649
Instagram,Summer Fit,57,8a04c67a-8a62-4bee-ad5b-43dd0d7bea32,Creatine,2025-02-15,3,14043
Instagram,Summer Fit,57,44433a9e-6447-4d2d-9662-482820aebca5,Multivitamins,2025-07-20,2,9226
Instagram,Wellness Week,57,e4c4e371-113d-4521-b26d-a70c3d20ad08,Creatine,2025-04-04,3,5574
Instagram,Wellness Week,57,e56e8422-b63c-4faf-9298-cc6ddc97733f,Creatine,2025-05-03,1,1967
Instagram,Wellness Week,57,b0c905b9-fa66-42f6-a625-aab0c22fd248,Creatine,2025-05-11,2,1662
Instagram,Winter Bulk,57,4acda7de-d794-4ecb-a019-128020c20324,Energy Bar,2025-03-01,1,1014
Instagram,Wellness Week,57,0bbccda9-c482-4890-a8c4-e7d4c62063e0,Omega 3,2025-07-02,1,850
Instagram,Festival Boost,57,81b4cb64-fa83-428b-b6e3-c40a1567597a,Creatine,2025-02-12,2,7358
Instagram,Winter Bulk,57,bad51de9-3e9c-4b88-8b65-00f926fafd45,Protein Powder,2025-03-25,1,826
Instagram,Winter Bulk,57,9ef0b0c9-b1f6-4a33-9312-d9d42fe46a30,Energy Bar,2025-02-15,3,14313
Instagram,Wellness Week,57,56e11156-2376-40c2-a420-a33742832a49,Creatine,2025-05-20,3,14877
Instagram,Winter Bulk,57,46d0cf5f-c2dd-492e-931a-ff79c87de6d3,Omega 3,2025-01-22,3,10800
Instagram,Winter Bulk,57,c9e32496-ea61-4d4d-933e-1668ff7199a0,Creatine,2025-02-01,3,3411
Instagram,Winter Bulk,58,1a463aa4-7b54-41ee-a2c5-5b80d7cfbb99,Energy Bar,2025-04-26,3,11472
Instagram,Summer Fit,58,3fa3fd1f-53ef-46c7-aca1-6745d2ee6a2e,Omega 3,2025-02-26,2,8898
Instagram,Wellness Week,58,df132384-2968-4f47-8158-1c54bab12581,Multivitamins,2025-03-24,1,4103
Instagram,Winter Bulk,58,9a93fae2-19cc-4ec5-9343-41f45014b6ce,Multivitamins,2025-04-03,1,4715
Instagram,Wellness Week,58,f7d75abc-21b4-410b-b12a-fec864d2961a,Energy Bar,2025-07-09,1,2031
Instagram,Wellness Week,58,61b85598-b282-452f-9c3c-d8776df1b010,Creatine,2025-05-04,3,4407
Instagram,Festival Boost,58,ec65b9ae-1a50-435a-8660-1adf43211c2b,Creatine,2025-05-07,2,2856
Instagram,Wellness Week,58,8bdb5d41-59af-42c0-a404-87c05c46ca88,Creatine,2025-07-03,2,4452
Instagram,Summer Fit,58,067dac0c-f371-4482-a902-e46b2be78890,Multivitamins,2025-07-06,1,2496
Instagram,Wellness Week,58,145647fc-9362-4658-87ee-feb9e1308a31,Omega 3,2025-03-20,3,5457
Instagram,Summer Fit,58,7be6e16b-3a10-4618-8052-49618efdc621,Multivitamins,2025-04-21,1,1703
Instagram,Festival Boost,58,980b7bd5-3297-4789-8f6a-84d5a3a88318,Omega 3,2025-07-17,2,3948
Instagram,Summer Fit,59,e8b216fa-1b89-48fc-9d75-7a34aedbf694,Multivitamins,2025-06-07,3,8466
Instagram,Festival Boost,59,c54bcc18-5eca-415b-bfe8-0db45a5e6c7c,Multivitamins,2025-05-24,2,8722
Instagram,Wellness Week,59,570dbb11-e00b-4dd0-91c1-238baa31abc4,Omega 3,2025-03-13,1,3865
Instagram,Winter Bulk,59,90785775-9420-4fb3-a339-f86ee1496ea5,Multivitamins,2025-07-16,1,4684
Instagram,Festival Boost,59,2958c1ad-5eb0-4416-a689-8cdd221d6d31,Omega 3,2025-06-24,3,9921
Twitter,Festival Boost,60,8e34c531-008a-45ec-b0f6-09d2cb72140b,Multivitamins,2025-02-25,1,3598
Twitter,Wellness Week,60,544da422-956f-44a3-ba8c-ab099ecbbb81,Omega 3,2025-06-06,1,635
Twitter,Wellness Week,60,f3cc2a42-e876-4615-b0cf-54993b9886e9,Omega 3,2025-02-24,3,11814
Twitter,Festival Boost,60,0e48ae05-78b2-4889-b23e-1e6ff45832a0,Omega 3,2025-01-22,1,1953
Twitter,Summer Fit,60,060fc27a-5950-4b25-8bfa-2e02529c1783,Protein Powder,2025-07-08,3,2457
Twitter,Summer Fit,60,573949a6-23ac-476f-81e1-050f30dfdb8d,Creatine,2025-01-26,2,3134
Twitter,Winter Bulk,60,fbcf0c87-f6bc-4c4f-8cf4-b810edb65bb3,Protein Powder,2025-04-07,3,11838
